LoanID,MemberID,LoanAmount,FundedAmount,Term,IntRate,Installment,Grade,SubGrade,IssueDate,LoanStatus,Purpose,ApplicationType,DTI,TotalPayment,LastPaymentDate
LN-00528,MB-0134,676000.0,638300.0,12,14.17,60728.93,C,C3,2023-03-31,Charged Off,Business Expansion,Individual,30.54,280787.14,2023-05-18
LN-00529,MB-0304,2827000.0,2636000.0,60,13.76,49978.56,C,C5,2023-03-14,Current,Medical Emergency,Joint,6.78,2035637.17,2026-11-01
LN-00530,MB-0302,241000.0,222200.0,24,9.45,10133.25,A,A4,2024-04-05,Charged Off,Business Expansion,Individual,23.37,24833.46,2025-07-18
LN-00531,MB-0041,317000.0,286500.0,36,13.84,9059.77,C,C5,2021-03-20,Fully Paid,Home Renovation,Joint,32.62,313716.56,2024-03-12
LN-00532,MB-0215,1664000.0,1586400.0,60,9.69,29002.04,A,A2,2022-08-05,Charged Off,Agriculture,Joint,3.92,578771.89,2024-06-11
LN-00533,MB-0264,1092000.0,997100.0,24,10.32,45833.36,A,A5,2024-12-03,Default,Agriculture,Individual,32.87,212031.07,2025-03-06
LN-00534,MB-0015,1748000.0,1665300.0,24,11.4,77297.68,B,B4,2022-06-12,Fully Paid,Medical Emergency,Individual,4.61,1742340.8,2024-05-22
LN-00535,MB-0313,1529000.0,1503500.0,60,18.63,29726.7,D,D2,2023-07-11,fully paid,Medical Emergency,Individual,44.26,721401.97,2027-07-14
LN-00536,MB-0127,1011000.0,972500.0,48,17.49,23803.96,D,D3,2024-03-23,Fully Paid,Medical Emergency,Individual,6.42,1038263.53,2028-02-24
LN-00537,MB-0167,1836000.0,1699900.0,24,11.91,79264.92,B,B3,2023-03-30,Late,Business Expansion,Individual,9.8,1094704.44,2024-10-05
LN-00538,MB-0273,821000.0,769800.0,60,17.72,15103.48,D,D4,2021-09-12,CURRENT,Home Renovation,Individual,36.57,404658.59,2021-12-14
LN-00539,MB-0209,57000.0,54900.0,60,8.68,994.42,A,A2,2024-07-27,current,Debt Consolidation,Individual,13.06,39445.03,2024-11-08
LN-00540,MB-0166,1335000.0,1256700.0,24,16.93,61227.47,D,D1,2022-06-09,Fully Paid,Agriculture,Individual,12.74,1519501.96,2024-05-29
LN-00541,MB-0247,1977000.0,1966300.0,48,14.98,47101.08,C,C4,2021-05-02,Current,Medical Emergency,Individual,2.91,1015816.58,2024-06-08
LN-00542,MB-0311,1973000.0,1786800.0,60,10.73,32975.39,B,B5,2022-10-21,Charged Off,Medical Emergency,Joint,37.73,584163.26,2025-07-17
LN-00543,MB-0271,332000.0,327600.0,24,10.28,15053.22,A,A4,2022-10-19,Default,Debt Consolidation,Individual,44.16,51874.72,2023-12-28
LN-00544,MB-0105,2793000.0,2583100.0,60,8.14,46556.07,A,A3,2024-11-17,Current,Wedding,Individual,43.46,1663045.58,2026-04-21
LN-00545,MB-0122,757000.0,701500.0,48,11.16,16245.57,B,B2,2022-10-22,FULLY PAID,Medical Emergency,Individual,16.97,291940.6,2024-01-03
LN-00546,MB-0157,1311000.0,1222000.0,12,14.54,116639.9,C,C5,2023-12-06,Fully Paid,Education,Individual,9.81,1272205.79,2024-12-10
LN-00547,MB-0300,997000.0,924200.0,24,15.58,44507.93,C,C4,2022-08-19,Fully Paid,Medical Emergency,Joint,17.81,992347.67,2024-07-21
LN-00548,MB-0116,150000.0,146900.0,48,8.32,3315.04,A,A2,2023-05-11,Charged Off,Wedding,Individual,5.82,43076.74,2024-01-08
LN-00549,MB-0072,2038000.0,1916900.0,24,22.3,97682.03,E,E2,2022-12-23,Charged Off,Agriculture,Joint,12.54,915617.26,2024-02-06
LN-00550,MB-0314,2194000.0,2022500.0,24,12.21,94560.3,B,B2,2022-09-11,Fully Paid,Agriculture,Joint,36.13,2521934.88,2024-09-03
LN-00551,MB-0124,806000.0,790100.0,60,10.52,14553.64,B,B4,2021-10-18,Charged Off,Wedding,Individual,6.66,228316.17,2024-02-20
LN-00552,MB-0139,736000.0,722200.0,48,17.7,17708.95,D,D3,2022-04-15,fully paid,Agriculture,Individual,26.06,527262.5,2024-01-04
LN-00553,MB-0198,1793000.0,1639800.0,48,23.02,42026.71,E,E4,2021-03-16,Current,Medical Emergency,Joint,42.33,697668.63,2022-12-18
LN-00554,MB-0132,192000.0,173400.0,12,14.06,16481.67,C,C2,2024-08-27,Charged Off,Debt Consolidation,Joint,20.15,81908.31,2025-02-17
LN-00555,MB-0081,2356000.0,2345800.0,36,14.23,74433.54,C,C2,2021-08-29,Current,Home Renovation,Joint,7.06,1690641.27,2022-03-28
LN-00556,MB-0181,1592000.0,1481300.0,36,8.51,44648.85,A,A1,2023-07-04,Late,Education,Joint,42.49,593120.6,2023-11-03
LN-00557,MB-0308,2802000.0,2576300.0,24,21.02,129909.93,E,E1,2021-06-22,Current,Home Renovation,Joint,37.03,1782633.57,2022-02-13
LN-00558,MB-0076,1677000.0,1610600.0,48,14.01,38255.11,C,C1,2021-11-04,Fully Paid,Medical Emergency,Individual,20.75,1753171.47,2025-09-28
LN-00559,MB-0350,1686000.0,1645800.0,36,13.41,51847.27,B,B5,2021-07-19,Fully Paid,Education,Individual,5.84,1719497.53,26-06-2024
LN-00560,MB-0331,646000.0,601500.0,12,9.27,54771.59,A,A4,2023-08-21,Fully Paid,Vehicle Purchase,Individual,42.74,638056.9,2024-09-02
LN-00561,MB-0260,2433000.0,2216800.0,24,14.59,105842.96,C,C1,2024-09-08,Fully Paid,Medical Emergency,Joint,19.86,2698666.52,2026-08-25
LN-00562,MB-0149,1351000.0,1271400.0,24,15.62,61249.7,C,C1,2024-04-18,Current,Debt Consolidation,Joint,25.88,1067290.47,2024-06-29
LN-00563,MB-0208,1149000.0,1103700.0,24,8.99,50121.78,A,A4,2024-01-05,current,Education,Individual,26.21,606931.6,03-06-2025
LN-00564,MB-0166,429000.0,391600.0,24,9.1,17801.48,A,A1,2021-01-30,Charged Off,Debt Consolidation,Individual,32.52,168904.52,2021-06-23
LN-00565,MB-0131,2434000.0,2242400.0,60,13.1,42269.24,B,B1,2023-10-13,fully paid,Wedding,Joint,26.05,1118387.78,2024-07-15
LN-00566,MB-0145,413000.0,406500.0,48,9.22,9249.57,A,A4,2022-09-28,Current,Wedding,Joint,27.13,358145.33,2024-03-15
LN-00567,MB-0293,1872000.0,1849400.0,36,9.87,56442.66,A,A3,2022-12-18,Current,Medical Emergency,Joint,19.62,1027963.32,2024-09-19
LN-00568,MB-0333,1407000.0,1282700.0,12,14.78,122690.25,C,C3,2021-09-14,Charged Off,Home Renovation,Joint,7.4,449691.87,25-01-2022
LN-00569,MB-0104,2887000.0,2694600.0,12,8.12,242783.46,A,A4,2024-11-08,Charged Off,Vehicle Purchase,Joint,24.5,1612998.99,2025-03-19
LN-00570,MB-0175,661000.0,597500.0,48,16.24,14469.46,C,C3,2022-08-04,Fully Paid,Agriculture,Joint,15.59,640586.29,2026-07-08
LN-00571,MB-0343,2959000.0,2898500.0,48,18.79,71731.84,D,D3,2021-05-11,fully paid,Education,Joint,32.3,904769.83,2024-04-25
LN-00572,MB-0088,1371000.0,1285600.0,24,7.54,57605.59,A,A1,2022-02-02,Fully Paid,Wedding,Joint,6.91,1477298.41,2024-01-05
LN-00573,MB-0059,2898000.0,2890700.0,60,9.71,52856.45,A,A4,2021-05-09,Current,Vehicle Purchase,Joint,29.17,1042032.9,2023-05-14
LN-00574,MB-0206,1591000.0,1510700.0,36,10.51,46374.29,B,B2,2024-09-23,Default,Agriculture,Joint,34.44,235671.78,2025-01-05
LN-00575,MB-0060,2146000.0,2096500.0,24,13.86,99461.45,C,C2,2022-10-09,Fully Paid,Medical Emergency,Joint,23.82,2409592.2,2024-09-08
LN-00576,MB-0308,2835000.0,2615900.0,36,9.69,79705.02,A,A5,2023-05-22,Fully Paid,Vehicle Purchase,Joint,44.66,2783570.36,2026-05-22
LN-00577,MB-0307,218000.0,198500.0,60,14.98,3803.92,C,C1,2022-10-09,fully paid,Medical Emergency,Joint,24.69,155022.84,07-01-2023
LN-00578,MB-0248,780000.0,770200.0,60,20.77,15502.84,E,E5,2021-02-12,Fully Paid,Vehicle Purchase,Joint,40.7,914548.98,2026-01-26
LN-00579,MB-0278,603000.0,574700.0,12,22.81,58815.76,E,E2,2021-02-14,Fully Paid,Home Renovation,Individual,15.53,603194.05,2022-02-01
LN-00580,MB-0036,159000.0,145300.0,12,18.4,14336.27,D,D1,2023-08-23,Charged Off,Home Renovation,Joint,44.12,52122.81,2023-10-03
LN-00581,MB-0329,1283000.0,1190100.0,24,15.18,57114.88,C,C5,31/07/2023,Current,Medical Emergency,Individual,29.44,677099.99,2023-10-24
LN-00582,MB-0038,668000.0,658000.0,48,15.18,15789.26,C,C5,2022-09-05,Late,Home Renovation,Joint,25.17,433102.15,2024-09-21
LN-00583,MB-0304,1723000.0,1716400.0,48,13.16,40464.13,B,B5,2022-01-30,fully paid,Agriculture,Joint,35.66,482603.88,2023-08-30
LN-00584,MB-0258,2669000.0,2599100.0,36,8.39,78254.57,A,A5,2023-05-22,Late,Debt Consolidation,Individual,24.98,1338997.4,2025-09-28
LN-00585,MB-0316,2262000.0,2138500.0,36,17.04,69525.01,D,D4,2024-12-15,Current,Vehicle Purchase,Individual,34.33,1408615.42,2026-04-15
LN-00586,MB-0144,2640000.0,2427500.0,36,9.09,73559.99,A,A2,2024-09-20,Current,Business Expansion,Individual,29.39,2060292.92,2026-08-24
LN-00587,MB-0019,1532000.0,1418300.0,12,14.86,135754.95,C,C2,2024-01-17,Current,Debt Consolidation,Joint,31.76,508232.68,2024-06-11
LN-00588,MB-0080,2543000.0,2381900.0,24,8.8,107979.47,A,A3,2023-01-07,fully paid,Medical Emergency,Individual,9.28,1090143.27,2024-08-23
LN-00589,MB-0223,2205000.0,2104200.0,24,11.21,97503.37,B,B5,2021-09-30,Charged Off,Education,Joint,44.4,546208.87,2022-10-07
LN-00590,MB-0154,753000.0,736500.0,24,8.48,33289.8,A,A1,2023-09-07,Current,Medical Emergency,Individual,30.61,231695.91,2024-05-03
LN-00591,MB-0281,2125000.0,2024800.0,12,20.72,203694.88,E,E3,2022-11-01,Current,Agriculture,Joint,5.77,1092735.24,2023-07-05
LN-00592,MB-0162,2044000.0,1842600.0,24,11.66,85726.97,B,B3,2021-03-09,Default,Wedding,Individual,33.59,479389.59,09-07-2021
LN-00593,MB-0027,471000.0,455000.0,24,10.02,20857.96,A,A1,2022-08-09,Current,Home Renovation,Joint,38.3,130351.11,2023-09-30
LN-00594,MB-0120,503000.0,470900.0,36,12.04,14655.45,B,B3,2022-11-13,CURRENT,Debt Consolidation,Joint,29.81,178260.78,2025-03-12
LN-00595,MB-0157,707000.0,671600.0,12,12.7,63074.43,B,B3,2023-02-12,FULLY PAID,Agriculture,Individual,41.35,289397.42,2023-10-18
LN-00596,MB-0320,972000.0,926100.0,60,10.6,17071.11,B,B4,2024-02-01,Charged Off,Education,Individual,4.08,508638.7,2025-06-01
LN-00597,MB-0249,402000.0,372600.0,36,9.0,11281.5,A,A2,2021-05-07,Charged Off,Debt Consolidation,Individual,23.47,40428.78,2021-07-23
LN-00598,MB-0325,1412000.0,1330500.0,24,9.23,60554.38,A,A2,2024-01-31,Current,Debt Consolidation,Individual,16.99,400368.82,2024-06-15
LN-00599,MB-0179,241000.0,237000.0,24,9.53,10816.09,A,A4,2023-06-10,Fully Paid,Education,Joint,23.69,266925.41,11-05-2025
LN-00600,MB-0041,1294000.0,1246200.0,12,18.72,123290.72,D,D4,01/11/2021,Fully Paid,Education,Joint,25.69,1534370.32,2022-10-16
LN-00601,MB-0189,2437000.0,2373400.0,24,14.99,113715.53,C,C5,2022-07-04,Charged Off,Agriculture,Individual,37.0,643712.82,2023-04-10
LN-00602,MB-0090,352000.0,324200.0,12,15.12,31101.59,C,C2,2023-01-04,Fully Paid,Debt Consolidation,Joint,5.83,349219.47,2023-12-19
LN-00603,MB-0134,2512000.0,2447600.0,36,15.64,78622.35,C,C2,2023-04-29,Current,Vehicle Purchase,Individual,17.26,1895159.4,2025-07-04
LN-00604,MB-0264,2172000.0,2035500.0,24,21.4,102962.38,E,E4,2022-03-05,Fully Paid,Home Renovation,Joint,18.38,2482146.18,2024-03-08
LN-00605,MB-0020,633000.0,617600.0,36,11.97,19209.08,B,B5,2023-03-27,Fully Paid,Medical Emergency,Joint,13.61,721651.02,2026-03-31
LN-00606,MB-0057,669000.0,639000.0,60,8.04,11506.26,A,A1,2022-10-05,Late,Wedding,Individual,8.46,368340.74,2025-03-19
LN-00607,MB-0025,601000.0,558400.0,60,14.27,10634.73,C,C1,2022-07-09,Current,Agriculture,Joint,32.75,132111.17,24-05-2026
LN-00608,MB-0298,2148000.0,1940800.0,36,12.05,60407.4,B,B3,2024-07-24,Current,Agriculture,Joint,20.53,873918.64,2026-10-17
LN-00609,MB-0304,2549000.0,2536500.0,12,9.97,232449.09,A,A2,18/05/2022,Fully Paid,Debt Consolidation,Joint,27.37,2929855.38,2023-04-25
LN-00610,MB-0103,2367000.0,2151000.0,24,8.83,97538.89,A,A5,2022-05-21,Charged Off,Business Expansion,Individual,30.49,979378.08,2023-04-21
LN-00611,MB-0269,1732000.0,1570200.0,60,12.15,29349.65,B,B3,2023-03-26,Fully Paid,Vehicle Purchase,Individual,35.28,1864336.48,2028-02-10
LN-00612,MB-0096,782000.0,709600.0,12,13.66,67210.95,C,C2,2024-10-25,DEFAULT,Business Expansion,Individual,24.58,462468.56,2024-12-02
LN-00613,MB-0339,1522000.0,1381800.0,48,16.66,33583.5,D,D1,2021-12-24,Charged Off,Education,Individual,43.03,227539.43,2022-08-12
LN-00614,MB-0231,2997000.0,2861900.0,12,9.84,261959.25,A,A1,2023-06-04,Current,Business Expansion,Joint,33.87,1666952.56,2023-12-22
LN-00615,MB-0123,1808000.0,1695900.0,12,9.6,154892.2,A,A5,2023-08-30,fully paid,Home Renovation,Individual,21.68,544267.91,2023-11-03
LN-00616,MB-0303,2038000.0,1998600.0,24,15.04,95799.56,C,C1,2023-10-26,Current,Medical Emergency,Individual,10.03,610015.67,2024-03-13
LN-00617,MB-0208,2887000.0,2868800.0,24,10.58,132179.96,B,B4,2023-10-20,Current,Home Renovation,Individual,32.18,1558954.25,2024-01-13
LN-00618,MB-0327,2781000.0,2554600.0,60,11.41,47434.66,B,B2,2023-01-26,Current,Agriculture,Individual,5.06,1662485.32,18-07-2025
LN-00619,MB-0340,1282000.0,1236400.0,36,8.04,37105.74,A,A2,2024-10-29,Current,Home Renovation,Individual,28.96,280798.34,2026-01-23
LN-00620,MB-0222,2676000.0,2475200.0,48,11.75,57625.75,B,B5,2021-12-24,Fully Paid,Vehicle Purchase,Joint,37.33,2823368.67,2025-12-08
LN-00621,MB-0067,150000.0,147900.0,48,8.96,3357.33,A,A2,2023-03-03,FULLY PAID,Debt Consolidation,Joint,21.99,105102.41,2023-05-15
LN-00622,MB-0333,1453000.0,1369800.0,60,21.07,27640.28,E,E1,2024-10-25,Current,Wedding,Individual,11.68,529415.66,2027-08-23
LN-00623,MB-0068,1880000.0,1833900.0,36,10.01,56040.93,A,A3,2024-02-20,Fully Paid,Vehicle Purchase,Joint,10.22,1999954.29,2027-01-17
LN-00624,MB-0130,1858000.0,1768200.0,24,9.85,80931.99,A,A1,2022-06-06,Current,Home Renovation,Joint,3.07,804808.62,2023-01-14
LN-00625,MB-0315,510000.0,464200.0,48,11.4,10773.31,B,B1,2021-10-17,Fully Paid,Agriculture,Individual,38.26,486112.92,2025-10-02
LN-00626,MB-0140,393000.0,373100.0,24,7.55,16719.54,A,A2,2021-05-28,FULLY PAID,Wedding,Joint,10.31,309673.55,2021-12-21
LN-00627,MB-0098,2394000.0,2319000.0,36,16.34,74942.35,C,C1,2022-09-08,Current,Business Expansion,Joint,40.65,1814189.14,2023-10-31
LN-00628,MB-0139,2937000.0,2819900.0,48,15.76,68006.59,C,C4,2024-06-17,Charged Off,Agriculture,Joint,3.1,1573797.93,21-04-2026
LN-00629,MB-0075,1766000.0,1722500.0,48,8.37,38889.03,A,A1,2024-08-16,Fully Paid,Business Expansion,Individual,18.11,2125421.72,2028-07-06
LN-00630,MB-0292,211000.0,198900.0,36,21.63,6720.06,E,E3,2024-09-27,Current,Agriculture,Joint,37.18,163147.54,2026-04-27
LN-00631,MB-0025,1321000.0,1200800.0,60,12.66,22547.02,B,B2,2021-06-06,charged off,Wedding,Individual,17.71,711405.55,2022-10-25
LN-00632,MB-0293,1199000.0,1107300.0,48,9.82,25334.1,A,A2,2022-10-19,current,Education,Joint,3.71,590166.47,2024-12-22
LN-00633,MB-0040,2801000.0,2633000.0,24,16.65,127974.77,D,D4,17/12/2021,FULLY PAID,Medical Emergency,Joint,21.49,972166.31,2023-06-21
LN-00634,MB-0305,1131000.0,1073000.0,24,15.89,51812.49,C,C5,2024-08-17,Current,Home Renovation,Joint,6.36,744266.34,2025-03-20
LN-00635,MB-0158,2611000.0,2497600.0,12,9.36,227614.61,A,A2,2023-12-28,Current,Education,Individual,39.0,1060864.06,2024-02-26
LN-00636,MB-0262,211000.0,195200.0,60,13.67,3698.06,C,C1,08/09/2024,Charged Off,Education,Individual,20.08,104352.42,2025-03-23
LN-00637,MB-0274,97000.0,88400.0,48,16.34,2142.59,C,C2,2024-10-05,Fully Paid,Business Expansion,Joint,31.39,108129.18,2028-09-27
LN-00638,MB-0309,604000.0,550500.0,60,14.71,10524.64,C,C3,28/12/2021,Current,Education,Individual,24.49,374832.76,2024-09-22
LN-00639,MB-0235,2277000.0,2129600.0,60,10.77,39315.97,B,B5,2021-06-16,Current,Medical Emergency,Joint,38.58,1465132.28,2025-03-04
LN-00640,MB-0236,1163000.0,1080600.0,24,9.3,49212.33,A,A3,2022-07-21,Fully Paid,Vehicle Purchase,Joint,27.71,1105924.68,2024-07-24
LN-00641,MB-0212,221000.0,205400.0,48,14.96,4919.33,C,C2,2022-05-01,Fully Paid,Agriculture,Joint,9.25,219531.51,2026-04-28
LN-00642,MB-0192,286000.0,272700.0,24,16.26,13210.04,C,C1,2022-10-15,Fully Paid,Wedding,Joint,28.4,310480.1,2024-10-21
LN-00643,MB-0230,1449000.0,1387600.0,36,12.91,43520.53,B,B1,2021-11-23,CURRENT,Education,Individual,8.66,844033.39,2023-05-30
LN-00644,MB-0215,2950000.0,2875100.0,36,8.64,86764.13,A,A2,2024-11-03,Current,Wedding,Joint,29.05,2087433.02,2026-08-06
LN-00645,MB-0318,2292000.0,2222600.0,24,14.82,106332.89,C,C4,2024-08-28,Late,Education,Individual,41.47,1370618.73,2026-04-11
LN-00646,MB-0118,2580000.0,2474200.0,60,12.65,46453.11,B,B1,2023-01-12,default,Education,Joint,7.6,2046414.59,2024-03-04
LN-00647,MB-0138,2841000.0,2765600.0,36,12.4,86348.18,B,B2,2021-03-10,fully paid,Education,Joint,2.23,2093198.64,2022-02-19
LN-00648,MB-0316,817000.0,807500.0,36,16.25,26075.52,C,C3,2024-10-03,Current,Debt Consolidation,Individual,28.5,410694.01,2026-07-09
LN-00649,MB-0186,1823000.0,1678900.0,60,15.89,32427.95,C,C4,2023-01-25,Charged Off,Medical Emergency,Joint,11.58,770385.91,2026-04-25
LN-00650,MB-0003,2493000.0,2326900.0,24,14.52,111031.91,C,C1,2021-11-05,Current,Education,Individual,21.99,1434446.51,2021-12-16
LN-00651,MB-0211,579000.0,560100.0,12,13.38,52920.11,B,B3,2022-12-14,Current,Agriculture,Joint,14.28,234830.48,2023-06-25
LN-00652,MB-0192,447000.0,416800.0,60,11.8,7766.37,B,B1,2022-05-27,Fully Paid,Education,Joint,4.62,494076.0,2027-04-13
LN-00653,MB-0342,2041000.0,2023300.0,36,14.16,64161.09,C,C2,2022-10-19,Current,Wedding,Joint,38.11,888425.83,2023-11-08
LN-00654,MB-0044,1311000.0,1224400.0,60,8.37,22114.7,A,A4,2023-10-02,Current,Vehicle Purchase,Joint,25.2,580858.69,2024-11-17
LN-00655,MB-0092,296000.0,269100.0,12,8.26,24277.3,A,A2,2023-01-27,CURRENT,Agriculture,Joint,43.06,109717.37,2023-09-20
LN-00656,MB-0121,2344000.0,2211200.0,12,18.17,217747.92,D,D2,2024-10-20,Default,Debt Consolidation,Individual,18.92,956127.37,2024-12-17
LN-00657,MB-0032,2703000.0,2566800.0,60,22.36,52345.61,E,E2,2022-06-19,Fully Paid,Medical Emergency,Joint,27.53,2922210.21,2027-06-10
LN-00658,MB-0024,2098000.0,2045500.0,24,7.69,91783.29,A,A1,2022-04-07,Late,Home Renovation,Joint,16.1,646075.84,2023-11-24
LN-00659,MB-0130,1694000.0,1577000.0,48,9.28,35903.03,A,A1,2022-11-04,FULLY PAID,Medical Emergency,Joint,12.16,942744.09,2024-07-03
LN-00660,MB-0130,1245000.0,1153100.0,48,8.61,26091.29,A,A1,2022-11-11,fully paid,Home Renovation,Individual,33.53,734787.69,2024-07-19
LN-00661,MB-0187,1959000.0,1849500.0,60,10.14,33950.65,A,A5,2023-09-01,Fully Paid,Debt Consolidation,Joint,13.15,1974735.35,2028-08-04
LN-00662,MB-0218,2548000.0,2368200.0,36,14.77,75499.53,C,C2,2024-03-22,current,Home Renovation,Joint,7.01,1255378.25,2026-07-26
LN-00663,MB-0067,275000.0,270700.0,24,12.27,12663.12,B,B2,2023-09-11,FULLY PAID,Vehicle Purchase,Individual,24.68,56314.91,2024-03-17
LN-00664,MB-0268,530000.0,497300.0,12,10.56,45817.91,B,B4,2022-10-23,Fully Paid,Education,Individual,5.43,585905.32,2023-10-06
LN-00665,MB-0071,1663000.0,1613300.0,12,8.55,145936.43,A,A4,19/11/2022,Current,Wedding,Individual,26.19,1195412.31,2023-02-19
LN-00666,MB-0086,990000.0,942800.0,36,10.05,28820.87,A,A2,2022-09-13,Current,Home Renovation,Joint,42.46,651117.37,2023-04-24
LN-00667,MB-0078,407000.0,371000.0,36,9.06,11239.24,A,A5,2023-09-14,Fully Paid,Business Expansion,Individual,21.15,391509.32,2026-08-30
LN-00668,MB-0072,2756000.0,2740100.0,60,12.42,51340.34,B,B1,2024-08-29,Charged Off,Wedding,Individual,21.22,387795.41,2027-02-08
LN-00669,MB-0259,284000.0,268800.0,60,8.61,4865.73,A,A4,26/03/2023,Current,Debt Consolidation,Individual,35.46,206629.73,2025-12-26
LN-00670,MB-0098,1478000.0,1476300.0,60,8.06,26588.16,A,A5,2021-10-26,Current,Business Expansion,Individual,16.89,1165538.23,2025-05-13
LN-00671,MB-0308,2580000.0,2568200.0,60,9.92,47049.42,A,A4,2023-03-09,Fully Paid,Debt Consolidation,Individual,2.0,2772299.15,2028-02-19
LN-00672,MB-0159,2768000.0,2598100.0,60,15.88,50177.97,C,C1,2021-01-05,Fully Paid,Agriculture,Joint,17.24,2997908.58,22-11-2025
LN-00673,MB-0113,723000.0,721700.0,12,9.81,66041.56,A,A1,2024-01-24,Fully Paid,Debt Consolidation,Joint,39.41,811054.22,10-01-2025
LN-00674,MB-0206,1074000.0,1008900.0,12,9.46,92028.49,A,A2,2021-06-16,Fully Paid,Wedding,Joint,35.37,1119478.27,2022-06-09
LN-00675,MB-0207,2638000.0,2407900.0,12,15.19,231138.33,C,C3,2021-06-14,default,Education,Joint,38.78,630211.71,2022-01-09
LN-00676,MB-0340,2093000.0,1964000.0,60,12.52,36831.55,B,B3,2022-09-15,Default,Medical Emergency,Individual,6.12,260882.21,2025-09-16
LN-00677,MB-0115,222000.0,222000.0,36,8.57,6695.15,A,A2,2024-11-10,Current,Debt Consolidation,Individual,12.72,134865.63,2026-11-19
LN-00678,MB-0114,1860000.0,1745600.0,24,7.83,78428.35,A,A5,2023-04-11,CURRENT,Wedding,Individual,29.21,369251.86,15-02-2024
LN-00679,MB-0116,2615000.0,2494500.0,60,7.76,44801.22,A,A1,2024-11-15,Charged Off,Agriculture,Joint,13.17,950568.46,2027-12-17
LN-00680,MB-0186,347000.0,346600.0,12,14.53,33080.08,C,C3,2021-06-30,Default,Wedding,Joint,20.0,181890.71,2021-10-13
LN-00681,MB-0220,1234000.0,1131700.0,12,19.1,112321.22,D,D5,2021-06-21,fully paid,Wedding,Joint,11.03,664798.85,2021-10-07
LN-00682,MB-0032,153000.0,137700.0,12,13.55,13029.86,C,C3,2023-10-19,CURRENT,Education,Joint,15.93,99770.1,2024-03-17
LN-00683,MB-0222,506000.0,456700.0,24,11.64,21244.16,B,B4,2022-02-28,current,Education,Individual,31.56,166076.53,2023-08-05
LN-00684,MB-0062,1371000.0,1369700.0,24,10.89,63285.85,B,B5,2024-11-18,Current,Wedding,Joint,41.5,716293.4,2025-05-21
LN-00685,MB-0320,347000.0,343500.0,36,15.31,11002.5,C,C5,2022-03-12,Late,Wedding,Joint,14.26,72877.23,17-01-2023
LN-00686,MB-0255,319000.0,293500.0,48,8.84,6655.11,A,A3,2021-08-08,Fully Paid,Home Renovation,Individual,15.37,325048.24,2025-07-08
LN-00687,MB-0037,1555000.0,1483200.0,48,14.71,35445.39,C,C4,2021-02-16,Fully Paid,Education,Joint,17.71,1798506.99,2025-01-25
LN-00688,MB-0026,2743000.0,2566300.0,36,16.59,83112.48,D,D1,2023-10-28,Current,Medical Emergency,Joint,23.4,1610230.31,2024-11-04
LN-00689,MB-0345,1193000.0,1171600.0,12,14.11,111409.4,C,C4,2023-10-25,FULLY PAID,Wedding,Individual,27.51,1044861.72,2024-03-29
LN-00690,MB-0029,336000.0,330100.0,12,10.26,30330.69,A,A3,2022-04-04,Fully Paid,Wedding,Joint,38.35,372973.83,2023-03-27
LN-00691,MB-0136,2324000.0,2099800.0,48,17.62,51453.85,D,D2,2021-05-27,Current,Agriculture,Joint,25.43,627865.6,2023-01-09
LN-00692,MB-0223,930000.0,870900.0,24,19.2,43254.7,D,D4,2022-07-26,Charged Off,Business Expansion,Joint,16.25,343825.44,2023-01-05
LN-00693,MB-0215,2696000.0,2679100.0,48,15.86,64666.78,C,C3,2021-07-10,charged off,Home Renovation,Joint,33.25,448583.92,2022-07-09
LN-00694,MB-0138,1140000.0,1037500.0,48,8.75,23505.86,A,A2,2022-05-30,Late,Debt Consolidation,Individual,13.98,726744.16,2024-08-19
LN-00695,MB-0207,2808000.0,2677700.0,12,7.99,240970.69,A,A3,2022-12-04,Fully Paid,Agriculture,Joint,41.72,3198623.98,2023-12-19
LN-00696,MB-0021,412000.0,393400.0,12,15.14,37746.73,C,C4,2024-11-26,Current,Debt Consolidation,Joint,31.95,212994.69,2025-09-22
LN-00697,MB-0283,1627000.0,1534000.0,36,23.2,52496.89,E,E5,2021-12-05,CURRENT,Home Renovation,Individual,12.87,1146006.97,2023-11-26
LN-00698,MB-0089,1080000.0,1018100.0,24,12.55,47744.65,B,B1,2024-11-20,Fully Paid,Wedding,Joint,32.17,1080617.98,2026-10-27
LN-00699,MB-0072,2711000.0,2445800.0,12,16.11,236651.53,C,C3,2023-08-23,Fully Paid,Medical Emergency,Joint,25.44,2806314.73,2024-08-19
LN-00700,MB-0260,2545000.0,2525700.0,12,8.11,227544.52,A,A5,2023-03-30,Current,Education,Joint,34.08,1344872.18,2023-08-09
LN-00701,MB-0131,599000.0,555400.0,12,12.82,52216.86,B,B5,2023-12-06,Fully Paid,Medical Emergency,Individual,29.91,587719.56,2024-11-27
LN-00702,MB-0181,1932000.0,1812900.0,60,9.93,33215.35,A,A2,2021-01-11,Current,Wedding,Joint,10.44,407926.15,2021-03-14
LN-00703,MB-0278,1513000.0,1460600.0,36,12.3,45562.61,B,B5,2021-01-29,Fully Paid,Agriculture,Individual,32.05,1535767.84,2023-12-31
LN-00704,MB-0310,1157000.0,1116500.0,24,10.75,51521.82,B,B2,2024-06-28,Fully Paid,Debt Consolidation,Individual,20.49,1380526.11,2026-06-23
